Event,Site,Date,White,Black,WhiteElo,BlackElo,Opening Code,Result,Termination,Moves,Outcome,Opening
Live Chess,Chess.com,2022-03-11,omarsayeh,Asani07,257,174,A02,1-0,omarsayeh won by checkmate,"['f2f4', 'c7c5', 'e2e4', 'f7f6', 'f1c4', 'd7d6', 'g1f3', 'b8a6', 'b1c3', 'd8a5', 'a2a3', 'a5a4', 'c3a4', 'g7g6', 'b2b4', 'c8g4', 'b4c5', 'd6c5', 'a4c5', 'a6c5', 'c4d3', 'c5d3', 'c2d3', 'a8c8', 'c1b2', 'c8c5', 'h2h3', 'g4e6', 'h1f1', 'h7h5', 'g2g4', 'h5g4', 'h3g4', 'e6g4', 'a1c1', 'c5b5', 'f3d4', 'e8f7', 'd1g4', 'f8h6', 'd4b5', 'f6f5', 'e4f5', 'g6f5', 'g4f5', 'g8f6', 'b5a7', 'h8g8', 'c1c7', 'g8g5', 'f5c8', 'g5g8', 'c7b7', 'g8c8', 'a7c8', 'h6f4', 'f1f4', 'f7e6', 'b7b6', 'e6d5', 'f4f5', 'e7e5', 'c8e7', 'd5c5', 'd3d4', 'c5b6', 'd4e5', 'f6d7', 'b2d4', 'b6a5', 'e7c6', 'a5b5', 'c6a7', 'b5c4', 'f5f4', 'd7e5', 'd4e5', 'c4d3', 'f4d4', 'd3c2', 'a3a4', 'c2c1', 'e5f4', 'c1c2', 'a7b5', 'c2c1', 'b5a3', 'c1b2', 'd4d3', 'b2c1', 'a4a5', 'c1b2', 'a5a6', 'b2a2', 'a6a7', 'a2a1', 'a7a8q', 'a1b2', 'a8b8', 'b2c1', 'b8c8', 'c1b2', 'd3b3', 'b2b3', 'c8b8', 'b3a2', 'b8a8', 'a2b3', 'a3b5', 'b3c2', 'a8a1', 'c2d3', 'a1d4', 'd3c2', 'd4c4', 'c2b1', 'b5c3', 'b1c2', 'c4e4', 'c2c1', 'e4b1']",Won as White,A02: Bird's opening
Live Chess,Chess.com,2022-03-11,omarsayeh,Eragon1612,164,279,A10,0-1,Eragon1612 won by checkmate,"['c2c4', 'g7g6', 'g1f3', 'g8f6', 'd1a4', 'b8c6', 'b1c3', 'b7b6', 'b2b3', 'a7a5', 'd2d3', 'h7h5', 'e2e4', 'f8h6', 'c1b2', 'c6b4', 'f3e5', 'h6f4', 'e5g6', 'f7g6', 'a2a3', 'b4d3', 'e1e2', 'd3b2', 'a4b4', 'c8a6', 'a1b1', 'b2c4', 'b3c4', 'd7d6', 'e2e1', 'c7c5', 'b4b2', 'a6c4', 'f1c4', 'f6g4', 'h1f1', 'f4h2', 'c3d5', 'g4e5', 'd5b6', 'a8b8', 'f1h1', 'e5c4', 'b2c2', 'c4b6', 'h1h2', 'b6a4', 'c2a4', 'e8f7', 'b1b8', 'd8b8', 'a4a5', 'b8b1', 'e1d2', 'b1e4', 'f2f3', 'e4d4', 'd2e2', 'f7e6', 'g2g4', 'h8f8', 'e2f1', 'f8f3', 'f1g2', 'd4g4', 'g2h1', 'f3f1']",Lost as White,The English Opening
Live Chess,Chess.com,2022-03-11,themanwhoblends,omarsayeh,100,184,A00,0-1,omarsayeh won by checkmate,"['e2e3', 'f7f5', 'f2f3', 'g8h6', 'g2g3', 'h6f7', 'f1c4', 'f7d6', 'c4b3', 'b7b5', 'b3d5', 'e7e6', 'd5a8', 'd8h4', 'a8b7', 'c8b7', 'g3h4', 'f8e7', 'd2d3', 'e7h4', 'e1f1', 'g7g5', 'g1h3', 'g5g4', 'f3g4', 'f5g4', 'd1g4', 'h4d8', 'g4d4', 'b7h1', 'd4h8', 'e8e7', 'h8d8', 'e7d8', 'b1a3', 'b5b4', 'c2c3', 'c7c5', 'f1g1', 'h1f3', 'g1f2', 'f3c6', 'e3e4', 'h7h5', 'c3b4', 'c5b4', 'f2g1', 'b4a3', 'b2a3', 'd6e4', 'd3e4', 'c6e4', 'c1h6', 'b8c6', 'h6f8', 'd8e8', 'f8b4', 'e6e5', 'a1e1', 'e4c2', 'e1e5', 'c6e5', 'b4a5', 'e5c6', 'a5b4', 'd7d5', 'h3f4', 'd5d4', 'f4h5', 'd4d3', 'g1f1', 'd3d2', 'f1f2', 'd2d1q', 'f2g2', 'd1d5', 'g2h3', 'd5a2', 'a3a4', 'c6b4', 'h5g7', 'e8d7', 'g7f5', 'a2a4', 'f5d4', 'a4a3', 'd4f3', 'a3f3', 'h3h4', 'b4d5', 'h2h3', 'd5f6', 'h4g5', 'f3f5', 'g5h6', 'f6g8', 'h6g7', 'g8e7', 'h3h4', 'f5g6', 'g7h8', 'g6g8']",Won as Black,A00: Polish (Sokolsky) opening
Live Chess,Chess.com,2022-03-11,juanpablocafe,omarsayeh,270,215,B00,0-1,omarsayeh won by resignation,"['e2e4', 'g8f6', 'b1c3', 'b8c6', 'g1f3', 'e7e6', 'd2d4', 'd7d5', 'f1d3', 'd5e4', 'c3e4', 'f6e4', 'd3e4', 'f7f5', 'e4d3', 'f8b4', 'c2c3', 'b4a5', 'b2b4', 'a5b6', 'e1g1', 'e8g8', 'd3c4', 'd8e8', 'f1e1', 'f8f6', 'f3d2', 'e8f7', 'c1a3', 'f6g6', 'b4b5', 'c6e7', 'd1b1', 'g6g4', 'g2g3', 'f5f4', 'b1d1', 'g4g5', 'g1h1', 'f7h5', 'd1b3', 'a7a6', 'c4e6', 'c8e6', 'b3e6', 'g8f8', 'e6e7', 'f8g8', 'e7c7', 'b6c7', 'd2f3', 'g8f7', 'g3g4', 'g5g4', 'h2h3', 'g4g6', 'a3c1', 'h5f3', 'h1h2', 'f3c3', 'e1g1', 'c3a1', 'g1d1', 'a1a2', 'd1d2', 'a2a4', 'd2b2', 'a6b5']",Won as Black,B00: King's pawn opening
Live Chess,Chess.com,2022-03-11,WiseKing500,omarsayeh,216,192,B00,1-0,WiseKing500 won by checkmate,"['e2e4', 'f7f5', 'e4f5', 'b8c6', 'd1h5', 'g7g6', 'f5g6', 'h7g6', 'h5g6']",Lost as Black,B00: King's pawn opening
Live Chess,Chess.com,2022-03-11,aarowong,omarsayeh,278,175,A00,1-0,aarowong won by checkmate,"['e2e3', 'f7f5', 'd2d3', 'e7e6', 'g2g3', 'd8g5', 'f2f4', 'g5e7', 'e3e4', 'g7g6', 'e4f5', 'g6f5', 'b1c3', 'b8c6', 'f1g2', 'g8f6', 'a2a4', 'f8h6', 'g1h3', 'h8g8', 'e1g1', 'f6g4', 'd3d4', 'c6d4', 'd1d4', 'b7b6', 'h3f2', 'c7c5', 'd4d1', 'h6g7', 'h2h3', 'g4e5', 'g2a8', 'd7d5', 'g3g4', 'd5d4', 'c3b1', 'e5d7', 'g4f5', 'e6f5', 'c2c3', 'c5c4', 'c3d4', 'd7b8', 'f1e1', 'c8e6', 'a4a5', 'b6a5', 'a1a5', 'g8f8', 'd1a4', 'b8d7', 'a5a7', 'e8d8', 'a4c4', 'e6c4', 'e1e7', 'g7d4', 'e7h7', 'c4a2', 'b1c3', 'a2c4', 'a8d5', 'c4d5', 'c3d5', 'f8e8', 'a7d7', 'd8c8', 'd7e7', 'e8d8', 'c1e3', 'd4b2', 'h3h4', 'b2a3', 'h4h5', 'd8d5', 'h5h6', 'd5b5', 'h7h8']",Lost as Black,A00: Polish (Sokolsky) opening
Live Chess,Chess.com,2022-03-12,rimarroum,omarsayeh,181,329,A01,0-1,omarsayeh won by checkmate,"['b2b3', 'e7e5', 'f2f3', 'd7d5', 'g2g3', 'g8f6', 'c2c3', 'f8c5', 'b3b4', 'c5b6', 'b1a3', 'c7c5', 'b4c5', 'b6c5', 'a1b1', 'd8d6', 'g3g4', 'c5a3', 'd1c2', 'a3c1', 'c2c1', 'g7g6', 'h2h3', 'h7h5', 'g4h5', 'g6h5', 'e2e3', 'h8g8', 'g1e2', 'e5e4', 'f3e4', 'd5e4', 'e2g1', 'd6g3', 'e1d1', 'f6g4', 'h3g4', 'g3g4', 'd1c2', 'c8d7', 'h1h5', 'g4h5', 'b1a1', 'd7a4', 'c2b1', 'b8a6', 'f1a6', 'b7a6', 'g1e2', 'a8b8', 'c1b2', 'b8b2', 'b1b2', 'h5h2', 'e2c1', 'h2d2', 'b2b1', 'd2e3', 'c1d3', 'e3d3', 'b1c1', 'g8g1', 'c1b2', 'd3d2', 'b2a3', 'd2d7', 'a1g1', 'a4d1', 'g1d1', 'd7d1', 'a3b2', 'e4e3', 'a2a3', 'e3e2', 'b2a2', 'e2e1q', 'c3c4', 'd1a1', 'a2b3', 'e1e3', 'b3b4', 'a1b1', 'b4a4', 'b1b3', 'a4a5', 'b3a3']",Won as Black,A01: Nimzovich-Larsen attack
Live Chess,Chess.com,2022-03-12,fedi1000,omarsayeh,365,330,C20,1/2-1/2,Game drawn by insufficient material,"['e2e4', 'e7e5', 'd2d3', 'd7d5', 'g1f3', 'b8c6', 'b1c3', 'f7f5', 'f3e5', 'c6e5', 'e4f5', 'c8f5', 'h2h4', 'g8f6', 'c3b5', 'f8b4', 'b5c3', 'f6g4', 'g2g3', 'g4h2', 'h1h2', 'd8d6', 'a2a4', 'e8c8', 'a1a3', 'b7b5', 'f2f4', 'e5d3', 'd1d3', 'f5d3', 'c2d3', 'd8e8', 'h2e2', 'h7h6', 'f4f5', 'g7g5', 'f5g6', 'h8g8', 'h4h5', 'd6g3', 'e1d1', 'g3h3', 'c3b5', 'e8e7', 'b5a7', 'c8d7', 'a7c8', 'e7e8', 'c8e7', 'e8e7', 'e2e7', 'd7e7', 'f1h3', 'b4d6', 'c1h6', 'e7f6', 'h6c1', 'f6g7', 'h5h6', 'g7g6', 'h6h7', 'g6h7', 'h3c8', 'g8c8', 'a4a5', 'c7c5', 'a5a6', 'c5c4', 'd3c4', 'd5c4', 'b2b4', 'd6b4', 'a3h3', 'h7g7', 'a6a7', 'c8a8', 'h3h8', 'a8a7', 'h8a8', 'a7a8', 'd1c2', 'g7f6', 'c2b1', 'f6e5', 'c1a3', 'b4a3', 'b1a1', 'a3c1', 'a1b1', 'c4c3', 'b1c1', 'a8a1', 'c1c2', 'a1c1', 'c2c1', 'e5d4', 'c1b1', 'd4d3', 'b1a2', 'c3c2', 'a2b2', 'c2c1q', 'b2c1']",Draw as Black,C20: King's pawn game
Live Chess,Chess.com,2022-03-12,fedi1000,omarsayeh,169,345,A06,0-1,omarsayeh won by checkmate,"['g1f3', 'd7d5', 'b1c3', 'e7e5', 'e2e4', 'c7c6', 'd2d4', 'f8b4', 'e4d5', 'c6d5', 'd4e5', 'f7f6', 'e5f6', 'g7f6', 'f3g1', 'g8h6', 'b2b3', 'c8g4', 'h2h4', 'g4d1', 'e1d1', 'b4c3', 'f1a6', 'c3a1', 'c1a3', 'b8a6', 'a3f8', 'h6f5', 'f2f4', 'd5d4', 'h4h5', 'h8f8', 'h5h6', 'f5h6', 'h1h6', 'd8d6', 'h6h7', 'd6f4', 'h7b7', 'f4f1', 'd1d2', 'f1g1', 'g2g4', 'g1g2', 'd2c1', 'g2b7', 'b3b4', 'b7b4', 'c2c4', 'b4c4', 'c1b1', 'c4c3', 'g4g5', 'd4d3', 'g5f6', 'f8f6', 'a2a4', 'd3d2', 'b1a2', 'd2d1q', 'a4a5', 'f6f2']",Won as Black,A06: Reti opening
Live Chess,Chess.com,2022-03-12,shahram1329,omarsayeh,370,339,B23,0-1,omarsayeh won on time,"['e2e4', 'c7c5', 'b1c3', 'g8f6', 'd2d3', 'd7d5', 'e4d5', 'f6d5', 'c3d5', 'd8d5', 'c2c4', 'd5e6', 'c1e3', 'b8c6', 'g1f3', 'f7f5', 'f3g5', 'e6d7', 'd1h5', 'g7g6', 'h5h4', 'h7h6', 'g5f3', 'c6b4', 'a1c1', 'b4a2', 'c1c2', 'a2b4']",Won as Black,B23: Sicilian
Live Chess,Chess.com,2022-03-12,CruzHarper,omarsayeh,236,314,B20,0-1,omarsayeh won by checkmate,"['e2e4', 'c7c5', 'c2c4', 'g8f6', 'f2f3', 'd7d5', 'd2d4', 'd5e4', 'f3e4', 'f6e4', 'd1d3', 'f7f5', 'h2h3', 'e4g3', 'd3g3', 'd8d4', 'b1d2', 'd4d8', 'a2a3', 'b8c6', 'b2b4', 'b7b6', 'b4c5', 'b6c5', 'g3f3', 'g7g6', 'f1d3', 'f8g7', 'g2g4', 'g7a1', 'g4f5', 'g6f5', 'd3f5', 'c8a6', 'f3c6', 'e8f7', 'c6a6', 'a1e5', 'h1h2', 'e5h2', 'c1b2', 'h2g1', 'b2h8', 'd8h8', 'a6b7', 'a7a5', 'b7b5', 'a8b8', 'b5c5', 'g1c5', 'e1f1', 'b8b1', 'f1e2', 'e7e6', 'f5e6', 'f7e6', 'd2e4', 'c5a3', 'e2d3', 'b1d1', 'd3e2', 'd1d8', 'e4c5', 'a3c5', 'e2f3', 'd8d3', 'f3g4', 'h8g8', 'g4h4', 'c5e7', 'h4h5', 'e6f5', 'h5h6', 'd3h3']",Won as Black,B20: Sicilian defence
Live Chess,Chess.com,2022-03-12,AmitLogagagaga,omarsayeh,104,285,D02,0-1,omarsayeh won by resignation,"['d2d4', 'd7d5', 'g1f3', 'g8f6', 'd1d3', 'f6e4', 'd3b5', 'c7c6', 'b5b3', 'e4f2', 'f3e5', 'f2h1', 'c1g5', 'f7f6', 'g5f4', 'f6e5', 'f4e5', 'b8d7', 'e5f4', 'd8a5', 'e1d1', 'd7f6', 'b3d3', 'f6g4', 'd3f3', 'g4h2', 'f3h3', 'h2f1', 'h3h2', 'f1h2']",Won as Black,D02: Queen's pawn game
Live Chess,Chess.com,2022-03-12,AmitLogagagaga,omarsayeh,104,284,B20,0-1,omarsayeh won by resignation,"['e2e4', 'c7c5', 'd1f3', 'd8b6', 'f3h5', 'g7g6', 'h5h4', 'g8f6', 'h4f4', 'b6c6', 'f4b8', 'a8b8']",Won as Black,B20: Sicilian defence
Live Chess,Chess.com,2022-03-12,AmitLogagagaga,omarsayeh,113,267,A00,0-1,omarsayeh won on time,"['d2d3', 'c7c5', 'f2f3', 'd8a5', 'c2c3', 'b7b5', 'c1f4', 'd7d6', 'g1h3', 'e7e5', 'f4g3', 'g8f6', 'b1d2', 'f6d5', 'd2b1', 'd5f4', 'h3f4', 'e5f4', 'g3f4', 'h7h6', 'g2g4', 'b8d7', 'h1g1', 'd7f6', 'g1g2', 'g7g5', 'f4g3', 'h6h5', 'g4h5', 'f6h5', 'g3h4', 'h8g8', 'h4g3', 'f8e7', 'e2e3', 'c8h3', 'g2g1', 'h3f5', 'd1e2', 'b5b4', 'e1f2', 'a5a6', 'f1g2', 'f5d3', 'e2d3', 'a6d3', 'g1e1', 'h5g3', 'h2g3', 'd3h7', 'e1d1', 'h7h3', 'g2h3', 'g8h8', 'h3g4', 'h8h4', 'g3h4', 'g5h4', 'f2g2', 'e7g5', 'd1d6', 'g5e3', 'd6e6', 'f7e6', 'g4e6', 'b4c3', 'b2c3', 'e3c1', 'g2h3', 'c1b2', 'h3h4', 'a7a5', 'a2a4', 'a8a6', 'a1a2', 'a6e6', 'a2b2', 'e6e1', 'b1d2', 'e1d1', 'd2c4', 'd1d3', 'b2b3', 'd3f3', 'b3b8', 'e8f7', 'b8b7', 'f7f6', 'h4h5', 'f3f5', 'h5h6', 'f5f4', 'b7b6', 'f6f5', 'b6c6', 'f4c4', 'h6h5', 'c4c3', 'c6c5', 'c3c5', 'h5h6', 'c5c4']",Won as Black,A00: Polish (Sokolsky) opening
Live Chess,Chess.com,2022-03-12,stoura_yami24,omarsayeh,444,320,A00,0-1,omarsayeh won by checkmate,"['f2f3', 'd7d5', 'c2c3', 'e7e5', 'g1h3', 'd8h4', 'g2g3', 'h4f6', 'g3g4', 'h7h5', 'g4h5', 'h8h5', 'h1g1', 'f6f5', 'e2e3', 'e5e4', 'h3f4', 'h5h2', 'f1e2', 'b8c6', 'f3e4', 'f5e4', 'f4d5', 'e4d5', 'd2d3', 'h2h1', 'g1h1', 'd5h1', 'e2f1', 'c8h3', 'd1e2', 'e8c8', 'e1d2', 'h3f1', 'e2g4', 'c8b8', 'd2c2', 'f8c5', 'c1d2', 'b7b5', 'd2e1', 'd8e8', 'b1a3', 'a7a6', 'e1g3', 'e8e3', 'g4c8', 'b8c8', 'g3f2', 'h1h3', 'a1f1', 'e3e2', 'c2b3', 'h3f1', 'f2c5', 'g8e7', 'c5e7', 'e2e7', 'c3c4', 'b5c4', 'd3c4', 'f1f3', 'b3a4', 'e7e5', 'c4c5', 'f3f4', 'b2b4', 'g7g5', 'a3b5', 'g5g4', 'b5a7', 'c6a7', 'a4a5', 'g4g3', 'a5a6', 'a7c6', 'b4b5', 'e5e6', 'b5b6', 'f4a4']",Won as Black,A00: Polish (Sokolsky) opening
Live Chess,Chess.com,2022-03-12,stoochygee,omarsayeh,408,330,D00,1-0,stoochygee won by resignation,"['d2d4', 'd7d5', 'b1c3', 'e7e5', 'h2h4', 'b8c6', 'c1g5', 'f7f6', 'g5e3', 'c6d4', 'e3d4', 'e5d4', 'd1d4', 'g8e7', 'e2e3', 'e7f5', 'd4f4', 'g7g6', 'f1b5', 'c7c6', 'b5a4', 'd8e7', 'g1f3', 'g6g5', 'h4g5', 'f6g5', 'f4g5', 'h7h6', 'g5g6', 'e8d8', 'b2b3', 'f8g7', 'c3e2', 'g7a1', 'e1d2', 'b7b5', 'e2c3', 'b5a4', 'c3a4', 'c8e6', 'h1a1', 'e6f7', 'g6g4', 'd5d4', 'g4f5', 'd4e3', 'f2e3', 'h8f8', 'a1h1', 'f8g8', 'h1h6', 'a8c8', 'g2g4', 'c8c7', 'h6h7', 'c7d7', 'd2e2', 'a7a6', 'h7f7', 'g8e8', 'f7e7', 'd7e7', 'f5f6', 'd8c7', 'g4g5', 'e7e6', 'f6f7', 'e8e7', 'f7f8', 'e7d7', 'f3d4', 'd7d6', 'd4f5', 'c6c5', 'a4c5', 'c7c6', 'c5a6', 'c6b6', 'f8a8', 'b6b5', 'a2a4', 'b5b6', 'c2c4', 'e6e5', 'f5d6', 'e5g5', 'a8b7']",Lost as Black,D00: Queen's pawn game
Live Chess,Chess.com,2022-03-12,omarsayeh,bensalahdhouha,333,299,C21,0-1,bensalahdhouha won by resignation,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'f2f4', 'd4d3', 'c2d3', 'b8c6', 'b1c3', 'c6d4', 'g1f3', 'd8h4', 'g2g3', 'h4f6', 'f3d4', 'f6d4', 'f1g2', 'b7b5', 'g3g4', 'g8h6', 'e4e5', 'f7f5', 'g2a8', 'f5g4', 'c3b5', 'd4e4', 'e1f2', 'g4g3', 'h2g3', 'f8c5', 'd3d4', 'c5d4', 'b5d4', 'e4a8', 'd4e6', 'c8b7', 'h1h2', 'd7e6', 'a2a4', 'h6g4', 'd1g4', 'a8d8', 'g4g7', 'd8d4', 'f2e1', 'd4g1', 'e1d2', 'g1h2', 'd2e3', 'h2g1', 'e3d3', 'h8f8', 'g7h7', 'g1g3', 'd3c4', 'f8f7', 'h7h8', 'e8e7', 'a4a5', 'g3f3', 'a5a6', 'b7a6', 'a1a6', 'f3e2', 'c4c3', 'e2a6', 'c1e3', 'a6a5', 'c3d3', 'c7c5', 'h8a8', 'f7g7', 'b2b4', 'c5b4', 'e3a7', 'b4b3', 'a7b8', 'a5a8', 'd3c4', 'a8b8', 'c4c5', 'g7g4', 'f4f5', 'e6f5', 'e5e6', 'e7e6', 'c5c6', 'b8c8', 'c6b5', 'g4c4', 'b5b6', 'b3b2']",Lost as White,C21: Centre game
Live Chess,Chess.com,2022-03-12,omarsayeh,fedi1000,339,234,B07,1-0,omarsayeh won by checkmate,"['e2e4', 'e7e5', 'd2d4', 'd7d6', 'f1b5', 'b8c6', 'c2c3', 'g8f6', 'c1e3', 'b7b6', 'd1d2', 'a7a5', 'e3g5', 'g7g6', 'g1h3', 'h7h5', 'f2f3', 'e5d4', 'c3d4', 'a5a4', 'h3f4', 'f8h6', 'b5c6', 'c8d7', 'd4d5', 'd7c6', 'd5c6', 'd8b8', 'f4e6', 'f7e6', 'g5f6', 'e8g8', 'f6d4', 'b8e8', 'b1c3', 'a8a5', 'b2b3', 'a5g5', 'h1g1', 'g5g2', 'g1g2', 'h6d2', 'g2d2', 'h5h4', 'c3a4', 'g6g5', 'a4b6', 'c7b6', 'd4b6', 'e8c6', 'b6d8', 'f8d8', 'd2d1', 'd8f8', 'd1c1', 'g5g4', 'c1c6', 'g4f3', 'c6d6', 'e6e5', 'd6g6', 'g8f7', 'g6g4', 'f7e8', 'g4h4', 'f3f2', 'e1f1', 'f8f3', 'h2h3', 'f3c3', 'h4h5', 'c3b3', 'a2b3', 'e8f8', 'h5e5', 'f8g8', 'a1a8', 'g8g7', 'e5g5', 'g7f7', 'e4e5', 'f7e7', 'g5g7', 'e7e6', 'g7e7', 'e6e7', 'b3b4', 'e7f7', 'f1f2', 'f7e6', 'b4b5', 'e6e5', 'b5b6', 'e5d5', 'b6b7', 'd5c6', 'b7b8q', 'c6c5', 'h3h4', 'c5d4', 'h4h5', 'd4c3', 'h5h6', 'c3d2', 'h6h7', 'd2d1', 'h7h8q', 'd1d2', 'h8d8', 'd2c3', 'a8a3', 'c3c4', 'd8c8', 'c4d5', 'a3a5', 'd5e4', 'c8e8', 'e4d3', 'a5a3', 'd3d2', 'a3a2', 'd2c3', 'f2e3', 'c3c4', 'e3e4', 'c4c3', 'e4e3', 'c3c4', 'e8d8', 'c4c5', 'd8c8', 'c5d5', 'b8a8', 'd5d6', 'c8d8', 'd6e6', 'a2a6', 'e6f7', 'd8d5', 'f7e7', 'a8d8']",Won as White,B07: Pirc defence
Live Chess,Chess.com,2022-03-12,omarsayeh,tatianapinargote123456789,305,289,D00,0-1,tatianapinargote123456789 won by resignation,"['e2e4', 'd7d5', 'd2d4', 'd5e4']",Lost as White,D00: Queen's pawn game
Live Chess,Chess.com,2022-03-12,omarsayeh,induraaa,325,284,A00,1-0,omarsayeh won by resignation,"['f2f4', 'd7d5', 'b1c3', 'b8c6', 'e2e4', 'g8f6', 'd2d3', 'e7e5', 'g2g3', 'f8b4', 'c1d2', 'd5e4', 'd3e4', 'f6e4', 'c3e4', 'b4d2', 'e4d2', 'e8g8', 'c2c4', 'c6a5', 'b2b3', 'a7a6', 'd1c1', 'd8d4', 'g1e2', 'd4b6', 'f4e5', 'a5c6', 'f1g2', 'c6e5', 'c1c3', 'f7f6', 'b3b4', 'c8f5', 'h2h3', 'a8d8', 'g2d5', 'g8h8', 'c4c5', 'b6e6', 'd5e6', 'd8d2', 'c3d2', 'e5c6', 'a2a3']",Won as White,A00: Polish (Sokolsky) opening
Live Chess,Chess.com,2022-03-12,omarsayeh,CruzHarper,304,243,A20,1-0,omarsayeh won by resignation,"['c2c4', 'e7e5', 'g1f3', 'f7f6', 'd1c2', 'a7a6', 'c2c3', 'b7b5', 'd2d3', 'd7d6', 'g2g4', 'c8e6', 'f1h3', 'b5c4', 'd3c4', 'g7g6', 'b1d2', 'a8a7', 'd2e4', 'c7c5', 'b2b4', 'c5b4', 'c3b4', 'd8d7', 'e4f6', 'e8f7', 'f6d7', 'b8d7', 'c1e3', 'e5e4', 'e3a7', 'e4f3', 'e2f3']",Won as White,A20: English opening
Live Chess,Chess.com,2022-03-12,omarsayeh,Svoi1973,317,292,A00,0-1,Svoi1973 won by resignation,"['d2d3', 'e7e6', 'd3d4', 'd8f6', 'e2e3', 'b8c6', 'f1b5', 'c6b4', 'a2a3', 'b4c6', 'b1c3', 'a7a6', 'b5d3', 'd7d5', 'g1f3', 'g7g6', 'e1g1', 'b7b5', 'c3b5', 'a6b5', 'd3b5', 'c8d7', 'a3a4', 'a8a5', 'b5d3', 'c6b4', 'd3e2', 'g8e7', 'c2c3', 'b4c6', 'b2b4', 'a5a8', 'a4a5', 'd7c8', 'e2b5', 'e8d8', 'd1a4', 'a8b8', 'c1d2', 'f6f5', 'h2h4', 'f5d3', 'a1d1', 'd3e4', 'b5c6', 'e7c6', 'a4c6', 'e4f5', 'f3g5', 'f5f6', 'g5f7', 'f6f7', 'f2f4', 'f8d6', 'h4h5', 'c8d7', 'c6c4', 'g6h5', 'c4a2', 'f7f5', 'd2e1', 'f5g4', 'a5a6', 'g4d1', 'a6a7', 'd7c6', 'a7a8q', 'c6a8', 'a2f2', 'd1g4', 'e1d2', 'a8b7', 'd2c1', 'b7a6', 'f1e1', 'h8g8', 'g2g3', 'g4h3', 'c1d2', 'g8g3', 'f2g3', 'h3g3', 'g1h1', 'g3f3', 'h1g1', 'f3g3', 'g1h1', 'g3f2', 'e3e4', 'f2d2']",Lost as White,A00: Polish (Sokolsky) opening
Live Chess,Chess.com,2022-03-12,omarsayeh,AmitLogagagaga,276,108,D00,1-0,omarsayeh won on time,"['f2f4', 'd7d5', 'd2d4', 'd8d6', 'g2g3', 'g8f6', 'b1c3', 'c7c6', 'c1e3', 'g7g6', 'g1f3', 'f8h6', 'b2b3', 'b8a6', 'a2a3', 'b7b6', 'b3b4', 'a8b8', 'h2h3', 'c8d7', 'g3g4', 'b8c8', 'h1g1', 'h8g8', 'g4g5', 'a6b4', 'a3b4', 'd6b4', 'd1d2', 'b4b2', 'a1c1', 'a7a5', 'g5h6', 'c8b8', 'f3e5', 'g8f8', 'e5g6', 'h7g6', 'h6h7', 'f8h8', 'f1g2', 'h8h7', 'c3d5', 'f6d5', 'g1f1', 'd5e3', 'd2e3', 'b2c1', 'e3c1', 'e7e6', 'e2e4', 'b6b5', 'c1a1', 'a5a4', 'c2c4', 'b8b6', 'a1b1', 'a4a3', 'c4b5', 'c6b5', 'b1b4', 'd7c6', 'b4b3', 'b5b4', 'f1f2', 'b6b5', 'f2a2', 'b5a5', 'b3b4', 'h7h5', 'a2a3', 'f7f6', 'a3a5', 'h5a5', 'b4a5', 'e8e7', 'a5a6', 'c6b7', 'a6b6', 'b7c8', 'g2f1', 'e7f7', 'h3h4', 'f7g7', 'b6b8', 'c8d7', 'f1b5', 'g7f7', 'b5d7', 'f7e7', 'd7c8', 'e7d8', 'e4e5', 'f6e5', 'd4e5', 'd8e7', 'f4f5', 'g6f5', 'h4h5', 'e7f7', 'h5h6', 'f7g6', 'c8e6', 'g6h6', 'b8h8', 'h6g6', 'h8g8', 'g6h5', 'g8h8']",Won as White,D00: Queen's pawn game
